min_score,max_rent,rent,apt_score
3,576,0,Null
5,577,0,Null
1,577,0,Null
1,577,0,Null
3,578,0,Null
5,579,0,Null
5,579,0,Null
5,579,0,Null
4,580,0,Null
3,580,0,Null
1,580,0,Null
2,581,0,Null
1,581,0,Null
1,581,0,Null
1,582,0,Null
4,582,0,Null
1,582,0,Null
1,582,0,Null
3,583,0,Null
1,583,0,Null
3,584,0,Null
5,585,0,Null
4,585,0,Null
2,585,0,Null
4,585,0,Null
3,586,0,Null
5,587,0,Null
1,587,0,Null
1,587,0,Null
2,587,0,Null
4,587,0,Null
3,587,0,Null
1,588,0,Null
2,588,0,Null
2,588,0,Null
5,588,0,Null
1,588,0,Null
1,589,0,Null
1,589,0,Null
5,589,0,Null
1,589,0,Null
1,590,0,Null
1,590,0,Null
1,590,0,Null
1,590,0,Null
3,591,0,Null
1,591,0,Null
5,592,0,Null
3,592,0,Null
1,592,0,Null
3,592,0,Null
3,593,0,Null
1,593,0,Null
3,593,0,Null
1,593,0,Null
1,594,0,Null
2,594,0,Null
2,594,0,Null
1,595,0,Null
1,595,0,Null
1,595,0,Null
2,596,0,Null
1,597,0,Null
1,597,0,Null
5,597,0,Null
3,598,0,Null
4,599,0,Null
3,599,0,Null
2,599,0,Null
2,600,0,Null
2,600,0,Null
1,601,0,Null
1,602,0,Null
2,603,0,Null
2,603,0,Null
5,603,0,Null
2,603,0,Null
3,603,0,Null
3,603,0,Null
1,604,0,Null
1,604,0,Null
1,605,0,Null
1,605,0,Null
3,605,0,Null
2,605,0,Null
5,605,0,Null
2,606,0,Null
1,606,0,Null
5,606,0,Null
1,606,0,Null
1,606,0,Null
4,607,0,Null
2,607,0,Null
1,608,0,Null
4,608,0,Null
1,608,0,Null
1,608,0,Null
2,609,0,Null
2,610,0,Null
2,610,0,Null
1,610,0,Null
2,610,0,Null
1,610,0,Null
1,610,0,Null
2,611,0,Null
3,611,0,Null
3,612,0,Null
5,613,0,Null
2,613,0,Null
1,613,0,Null
3,613,0,Null
1,614,0,Null
4,614,0,Null
4,615,0,Null
3,616,0,Null
2,616,0,Null
1,616,0,Null
2,616,0,Null
5,616,0,Null
2,617,0,Null
3,617,0,Null
3,618,0,Null
1,618,0,Null
1,619,0,Null
3,620,0,Null
2,620,0,Null
1,621,0,Null
3,621,0,Null
2,621,0,Null
1,621,0,Null
1,622,0,Null
1,622,0,Null
2,622,0,Null
1,624,0,Null
1,624,0,Null
2,624,0,Null
1,625,0,Null
1,625,0,Null
1,625,0,Null
3,625,0,Null
2,626,0,Null
5,627,0,Null
1,627,0,Null
4,627,0,Null
1,627,0,Null
1,628,0,Null
